DataType,Size,Ratio,Algorithm,MeanTime(ns),StdDeviation(ns),AllSorted
AlmostSorted,32,0.0833333,cuda_heap_sort,0,0,true
AlmostSorted,32,0.0833333,cuda_insertion_sort,0,0,true
AlmostSorted,32,0.0833333,cuda_selection_sort,0,0,true
AlmostSorted,32,0.0833333,cuda_shell_sort,0,0,true
AlmostSorted,32,0.166667,cuda_bubble_sort,2.69194e+07,195453,true
AlmostSorted,32,0.166667,cuda_merge_sort,1.25117e+06,22442.1,true
AlmostSorted,32,0.166667,cuda_counting_sort,458796,52052.1,true
AlmostSorted,32,0.166667,cuda_radix_sort,796195,38608.2,true
AlmostSorted,32,0.166667,cuda_heap_sort,0,0,true
AlmostSorted,32,0.166667,cuda_insertion_sort,0,0,true
AlmostSorted,32,0.166667,cuda_selection_sort,0,0,true
AlmostSorted,32,0.166667,cuda_shell_sort,0,0,true
AlmostSorted,32,0.25,cuda_bubble_sort,2.6878e+07,156580,true
AlmostSorted,32,0.25,cuda_merge_sort,1.24017e+06,20990.8,true
AlmostSorted,32,0.25,cuda_counting_sort,441871,26382,true
AlmostSorted,32,0.25,cuda_radix_sort,804479,30727.2,true
AlmostSorted,32,0.25,cuda_heap_sort,0,0,true
AlmostSorted,32,0.25,cuda_insertion_sort,0,0,true
AlmostSorted,32,0.25,cuda_selection_sort,0,0,true
AlmostSorted,32,0.25,cuda_shell_sort,0,0,true
AlmostSorted,32,0.333333,cuda_bubble_sort,2.68331e+07,80731.2,true
AlmostSorted,32,0.333333,cuda_merge_sort,1.23406e+06,9799.55,true
AlmostSorted,32,0.333333,cuda_counting_sort,432939,16038.9,true
AlmostSorted,32,0.333333,cuda_radix_sort,797513,36341.3,true
AlmostSorted,32,0.333333,cuda_heap_sort,0,0,true
AlmostSorted,32,0.333333,cuda_insertion_sort,0,0,true
AlmostSorted,32,0.333333,cuda_selection_sort,0,0,true
AlmostSorted,32,0.333333,cuda_shell_sort,0,0,true
AlmostSorted,32,0.416667,cuda_bubble_sort,2.68476e+07,89132,true
AlmostSorted,32,0.416667,cuda_merge_sort,1.23486e+06,17204.2,true
AlmostSorted,32,0.416667,cuda_counting_sort,429847,13572.6,true
AlmostSorted,32,0.416667,cuda_radix_sort,792629,23372.5,true
AlmostSorted,32,0.416667,cuda_heap_sort,0,0,true
AlmostSorted,32,0.416667,cuda_insertion_sort,0,0,true
AlmostSorted,32,0.416667,cuda_selection_sort,0,0,true
AlmostSorted,32,0.416667,cuda_shell_sort,0,0,true
AlmostSorted,64,0,cuda_bubble_sort,1.07592e+08,218467,true
AlmostSorted,64,0,cuda_merge_sort,2.10542e+06,30191.8,true
AlmostSorted,64,0,cuda_counting_sort,454543,24819.4,true
AlmostSorted,64,0,cuda_radix_sort,902961,56280.6,true
AlmostSorted,64,0,cuda_heap_sort,0,0,true
AlmostSorted,64,0,cuda_insertion_sort,0,0,true
AlmostSorted,64,0,cuda_selection_sort,0,0,true
AlmostSorted,64,0,cuda_shell_sort,0,0,true
AlmostSorted,64,0.0833333,cuda_bubble_sort,1.07679e+08,327743,true
AlmostSorted,64,0.0833333,cuda_merge_sort,2.13963e+06,63303.8,true
AlmostSorted,64,0.0833333,cuda_counting_sort,471882,46380.4,true
AlmostSorted,64,0.0833333,cuda_radix_sort,938978,67504,true
AlmostSorted,64,0.0833333,cuda_heap_sort,0,0,true
AlmostSorted,64,0.0833333,cuda_insertion_sort,0,0,true
AlmostSorted,64,0.0833333,cuda_selection_sort,0,0,true
AlmostSorted,64,0.0833333,cuda_shell_sort,0,0,true
